DateTime,Entries,UniqueIPs
1536900757,259,259
1536902696,262,262
1536904606,265,265
1536906539,268,268
1536908497,263,263
1536910632,260,260
1536912563,261,261
1536914484,257,257
1536916373,258,258
1536918296,264,264
1536920238,266,266
1536922112,265,265
1536924081,269,269
1536925964,279,279
1536928141,282,282
1536930105,282,282
1536931977,285,285
1536933883,290,290
1536935785,293,293
1536937754,294,294
1536939905,297,297
1536941815,299,299
1536943730,302,302
1536945658,301,301
1536947576,314,314
1536949488,320,320
1536951406,324,324
1536953343,335,335
1536955291,335,335
1536957170,345,345
1536959112,348,348
1536961028,349,349
1536962936,357,357
1536964881,370,370
1536967036,369,369
1536968909,379,379
1536970864,384,384
1536972776,390,390
1536974702,395,395
1536976584,401,401
1536978512,405,405
1536980518,412,412
1536982390,416,416
1536984345,394,394
1536986196,400,400
1536988141,409,409
1536990066,415,415
1536992226,423,423
1536994365,426,426
1536996526,430,430
1536998509,438,438
1537000375,437,437
1537002296,438,438
1537004227,435,435
1537006135,439,439
1537008060,442,442
1537009969,444,444
1537011889,443,443
1537013852,438,438
1537015984,442,442
1537017897,443,443
1537019822,442,442
1537021719,445,445
1537023706,445,445
1537025568,444,444
1537027559,444,444
1537029652,450,450
1537031613,451,451
1537033481,440,440
1537035437,441,441
1537037307,442,442
1537039266,440,440
1537041179,440,440
1537043092,436,436
1537044989,429,429
1537046950,428,428
1537048950,426,426
1537050787,428,428
1537052690,420,420
1537054640,411,411
1537056550,403,403
1537058459,403,403
1537060361,405,405
1537062298,401,401
1537064209,409,409
1537066126,407,407
1537068054,402,402
1537069959,401,401
1537071896,397,397
1537073787,394,394
1537075751,384,384
1537077703,379,379
1537079579,379,379
1537081535,384,384
1537083534,375,375
1537085352,371,371
1537087261,374,374
1537089173,372,372
1537091361,371,371
1537093266,369,369
1537095160,365,365
1537097108,365,365
1537099001,364,364
1537100950,363,363
1537102893,363,363
1537104800,358,358
1537106716,357,357
1537108637,350,350
1537110551,353,353
1537112470,357,357
1537114412,356,356
1537116290,346,346
1537118218,340,340
1537120362,343,343
1537122265,334,334
1537124524,326,326
1537126363,325,325
1537128337,318,318
1537130196,315,315
1537132132,310,310
1537134035,300,300
1537136217,297,297
1537138148,293,293
1537140050,289,289
1537142201,288,288
1537144119,277,277
1537146103,268,268
1537147962,272,272
1537149887,264,264
1537151836,261,261
1537153968,258,258
1537155920,252,252
1537157813,248,248
1537159740,249,249
1537161652,247,247
1537163590,238,238
1537165491,238,238
1537167423,230,230
1537169315,226,226
1537171300,224,224
1537173177,220,220
1537175104,212,212
1537177004,207,207
1537178944,210,210
1537180865,203,203
1537182779,201,201
1537184684,195,195
1537186629,187,187
1537188550,186,186
1537190465,182,182
1537192368,183,183
1537194556,184,184
1537196699,173,173
1537198607,169,169
1537200576,165,165
1537202570,166,166
1537204850,160,160
1537206765,159,159
1537208667,158,158
1537210604,154,154
1537212551,159,159
1537214511,158,158
1537216373,157,157
1537218276,158,158
1537220227,157,157
1537222132,152,152
1537224293,156,156
1537226220,155,155
1537228140,155,155
1537230590,155,155
1537232476,152,152
1537234356,148,148
1537236286,150,150
1537238180,149,149
1537240133,150,150
1537242053,156,156
1537243952,153,153
1537245863,156,156
1537247809,159,159
1537249699,161,161
1537251637,154,154
1537253566,154,154
1537255480,152,152
1537257402,152,152
1537259322,152,152
1537261306,152,152
1537263175,146,146
1537265134,144,144
1537266980,146,146
1537268952,147,147
1537271088,147,147
1537273015,147,147
1537275164,146,146
1537277078,143,143
1537279010,139,139
1537281160,139,139
1537283070,139,139
1537285258,133,133
1537287934,132,132
1537290139,132,132
1537291982,134,134
1537293924,134,134
1537295794,131,131
1537297728,131,131
1537299626,130,130
1537301571,131,131
1537303499,132,132
1537305393,126,126
1537307320,127,127
1537309256,124,124
1537311171,123,123
1537313092,127,127
1537314994,123,123
1537317172,122,122
1537319079,123,123
1537320985,124,124
1537322929,121,121
1537324858,129,129
1537326753,131,131
1537328670,128,128
1537330612,126,126
1537332508,122,122
1537334450,120,120
1537336355,120,120
1537338287,122,122
1537340216,122,122
1537342378,120,120
1537344272,117,117
1537346084,116,116
1537347888,114,114
1537349796,117,117
1537351738,113,113
1537353684,111,111
1537355558,114,114
1537357496,119,119
1537359438,121,121
1537361313,124,124
1537363274,124,124
1537365165,124,124
1537367087,124,124
1537369003,127,127
1537371161,129,129
1537373141,130,130
1537374996,136,136
1537376927,134,134
1537378836,142,142
1537380762,148,148
1537382697,149,149
1537384606,149,149
1537386522,155,155
1537388445,155,155
1537390364,160,160
1537392278,161,161
1537394197,164,164
1537396112,168,168
1537398142,173,173
1537399969,180,180
1537401895,184,184
1537403802,192,192
1537405736,195,195
1537407650,198,198
1537409561,202,202
1537411473,208,208
1537413399,218,218
1537415349,228,228
1537417243,233,233
1537419177,235,235
1537421100,240,240
1537423032,249,249
1537424911,253,253
1537426914,258,258
1537428762,263,263
1537430733,274,274
1537432851,277,277
1537434778,288,288
1537436675,296,296
1537438620,307,307
1537440519,311,311
1537442463,309,309
1537444385,308,308
1537446296,314,314
1537448209,317,317
1537450111,316,316
1537452113,318,318
1537453976,322,322
1537455892,326,326
1537457813,334,334
1537459769,337,337
1537461682,336,336
1537463566,336,336
1537465503,333,333
1537467420,337,337
1537469317,341,341
1537471254,341,341
1537473159,340,340
1537475100,340,340
1537477001,335,335
1537478909,340,340
1537480916,339,339
1537482764,337,337
1537484678,333,333
1537486613,334,334
1537488524,341,341
1537490443,346,346
1537492362,347,347
1537494280,351,351
1537496236,353,353
1537498112,350,350
1537500061,347,347
1537502010,352,352
1537503886,354,354
1537505797,355,355
1537507737,356,356
